dataset,structure_id,config_id,n_til,dE_DFT_eV,dE_UMA_eV,ga_faces,h_faces
energy-2nd,74035,100738,1,0.251622,0.209225,28;42;56,1;3;7;9;11;15;21;25;33;35;39;49;51;59;63;65;67;71
energy-2nd,79334,-1,0,1.311601,0.997654,28;42;56,3;5;9;11;13;19;21;25;33;39;47;49;51;53;63;65;67;71
energy-2nd,80013,-1,0,0.67233,0.485712,28;42;56,3;7;9;11;13;15;21;25;33;35;39;49;51;53;59;63;67;71
energy-2nd,80933,-1,0,0.979256,0.876632,28;42;56,1;3;5;7;9;11;13;15;21;25;33;35;49;53;59;65;69;71
energy-2nd,81270,-1,0,0.725814,0.647262,28;42;56,1;3;5;9;11;13;19;21;25;35;39;49;53;59;65;67;69;71
energy-2nd,82131,-1,0,1.288553,1.050718,28;42;56,1;3;5;7;9;11;13;19;21;25;33;35;49;51;53;67;69;71
energy-2nd,83160,-1,0,1.053877,0.779847,28;42;56,1;5;9;11;13;19;21;25;33;35;39;47;49;51;53;65;69;71
energy-2nd,83676,-1,0,0.411371,0.350647,28;42;56,1;3;5;7;9;11;13;21;25;35;39;49;51;53;59;65;67;71
energy-2nd,86259,-1,0,0.598814,0.541803,28;42;56,1;3;5;7;9;11;13;21;25;33;35;39;49;59;63;67;69;71
energy-2nd,86440,-1,0,0.326911,0.301109,28;42;56,1;3;5;7;9;11;13;21;25;35;39;47;49;59;63;65;69;71
energy-2nd,88104,-1,0,0.430432,0.365715,28;42;56,1;5;7;9;11;13;19;21;25;35;47;49;51;59;63;65;67;71
energy-2nd,88363,-1,0,0.839666,0.61675,28;42;56,1;3;5;7;9;11;13;21;25;33;35;47;49;51;53;63;67;69
energy-2nd,88463,-1,0,0.558721,0.461729,28;42;56,1;3;5;7;9;11;13;19;21;25;33;35;49;51;59;63;65;69
energy-2nd,88494,-1,0,0.423065,0.333624,28;42;56,1;3;5;9;11;13;19;21;25;35;47;49;51;59;63;65;67;69
energy-2nd,88893,-1,0,1.094019,0.962329,28;42;56,1;5;7;9;11;13;15;19;21;25;47;49;51;53;63;67;69;71
energy-2nd,89302,-1,0,0.413932,0.408631,28;42;56,1;3;5;7;9;11;13;15;21;25;33;35;49;51;59;63;67;71
energy-2nd,89390,-1,0,0.433389,0.421861,28;42;56,1;3;7;9;11;13;15;21;25;35;49;51;53;59;63;67;69;71
energy-2nd,90732,-1,0,0.297189,0.269644,28;42;56,1;3;5;7;9;11;13;21;25;35;39;47;49;51;53;63;69;71
energy-2nd,90886,-1,0,0.281277,0.253436,28;42;56,1;3;7;9;11;13;21;25;35;39;47;49;51;63;65;67;69;71
energy-2nd,90943,-1,0,0.15826,0.19793,28;42;56,1;3;5;7;9;11;13;21;25;35;39;49;51;59;63;65;69;71
energy-2nd,90949,-1,0,0.215837,0.195149,28;42;56,1;3;5;7;9;11;13;21;25;33;39;47;49;51;63;65;69;71
energy-2nd,90969,-1,0,0.560427,0.478228,28;42;56,1;3;5;7;9;11;13;19;21;25;39;47;49;51;59;63;65;71
energy-2nd,91353,-1,0,1.080591,0.867665,28;42;56,1;5;9;11;13;15;19;21;25;33;35;39;47;49;51;59;63;69
energy-2nd,91385,-1,0,0.590508,0.523095,28;42;56,1;5;7;9;11;13;15;21;25;35;39;49;51;59;63;67;69;71
energy-2nd,92154,-1,0,0.725018,0.602962,28;42;56,1;3;9;11;13;15;19;21;25;35;39;47;49;51;59;63;67;69
energy-2nd,92195,-1,0,0.570266,0.485336,28;42;56,1;3;5;7;9;11;13;15;21;25;35;39;47;49;51;59;63;69
energy-2nd,92576,-1,0,0.50386,0.488701,28;42;56,1;3;7;9;11;13;15;21;25;39;47;49;51;59;63;65;69;71
energy-2nd,99181,-1,0,0.578416,0.461263,28;42;56,1;3;5;7;9;11;15;21;33;35;37;49;51;53;59;63;69;71
energy-2nd,108873,-1,0,1.560381,1.276497,28;42;56,1;3;5;7;9;11;13;15;19;21;33;35;37;39;47;49;65;69
energy-2nd,110051,-1,0,0.679888,0.479027,28;42;56,1;3;5;9;11;13;15;19;21;33;35;37;49;51;53;59;65;69
energy-2nd,110762,-1,0,0.592728,0.465736,28;42;56,1;3;5;9;11;13;19;21;35;37;39;47;49;51;53;65;69;71
energy-2nd,111293,-1,0,0.822764,0.703979,28;42;56,1;5;9;11;13;15;21;35;37;39;49;51;53;59;65;67;69;71
energy-2nd,112051,-1,0,0.83671,0.716523,28;42;56,1;3;5;7;9;11;13;15;21;37;39;47;49;51;53;65;69;71
energy-2nd,114836,-1,0,0.644118,0.612351,28;42;56,1;3;5;9;11;13;15;21;35;37;39;49;59;63;65;67;69;71
energy-2nd,115592,-1,0,0.511344,0.51559,28;42;56,1;3;5;7;9;11;13;19;21;35;37;49;51;59;63;65;69;71
energy-2nd,115758,-1,0,0.60959,0.427916,28;42;56,1;3;5;7;9;11;13;21;33;35;37;49;51;53;63;65;69;71
energy-2nd,116073,-1,0,0.331002,0.277997,28;42;56,1;5;7;9;11;13;15;21;33;37;47;49;51;59;63;65;69;71
energy-2nd,116127,-1,0,0.563287,0.419017,28;42;56,1;5;9;11;13;15;19;21;33;37;47;49;51;59;63;65;67;69
energy-2nd,116129,-1,0,0.431944,0.34244,28;42;56,1;5;9;11;13;15;19;21;33;37;47;49;51;63;65;67;69;71
energy-2nd,118135,-1,0,0.433283,0.427097,28;42;56,1;3;5;7;9;11;13;21;35;37;39;49;51;59;63;65;67;71
energy-2nd,119494,-1,0,1.414736,1.036414,28;42;56,1;3;7;9;11;13;15;19;21;33;35;37;39;49;51;53;63;69
energy-2nd,129317,-1,0,0.696001,0.476608,28;42;56,1;3;5;7;9;11;21;25;33;35;37;39;49;51;53;65;69;71
energy-2nd,130902,-1,0,0.855335,0.671672,28;42;56,1;3;7;9;11;19;21;25;33;35;37;49;53;59;63;65;67;71
energy-2nd,133200,-1,0,0.486417,0.378013,28;42;56,1;3;5;7;9;11;15;21;25;35;37;39;49;53;59;63;67;71
energy-2nd,133507,-1,0,1.245772,0.94132,28;42;56,1;3;7;9;11;15;19;21;25;33;37;39;47;49;53;63;65;71
energy-2nd,133954,-1,0,0.790144,0.612101,28;42;56,1;3;5;7;9;11;21;25;35;37;47;49;51;59;63;67;69;71
energy-2nd,134074,-1,0,0.823893,0.576774,28;42;56,1;3;5;9;11;19;21;25;33;35;37;47;49;51;53;63;67;69
energy-2nd,134913,96362,1,1.022371,0.830728,28;42;56,1;5;7;9;11;15;19;21;25;35;37;49;51;53;63;65;67;71
energy-2nd,134992,-1,0,0.368696,0.303591,28;42;56,1;3;5;9;11;15;21;25;33;35;37;47;49;51;63;67;69;71
energy-2nd,135082,-1,0,0.284008,0.178126,28;42;56,1;3;7;9;11;15;21;25;33;35;37;49;51;53;59;63;67;71
energy-2nd,135274,-1,0,0.411651,0.374144,28;42;56,1;3;7;9;11;15;19;21;25;35;37;47;49;51;63;65;69;71
energy-2nd,135296,-1,0,0.330792,0.294307,28;42;56,1;3;7;9;11;15;21;25;35;37;49;51;59;63;65;67;69;71
energy-2nd,135405,-1,0,0.412636,0.328205,28;42;56,1;3;5;9;11;15;21;25;33;35;37;49;51;59;63;65;67;69
energy-2nd,135429,-1,0,0.925983,0.834516,28;42;56,1;3;5;7;9;11;15;21;25;33;37;49;51;63;65;67;69;71
energy-2nd,135474,-1,0,0.454555,0.291885,28;42;56,1;3;7;9;11;15;21;25;33;35;37;49;51;53;59;63;65;71
energy-2nd,136323,-1,0,0.995591,0.820347,28;42;56,1;3;5;7;9;11;19;21;25;35;37;39;49;51;59;63;67;69
energy-2nd,140747,-1,0,1.561753,1.287131,28;42;56,3;5;7;9;11;13;15;19;21;25;35;37;49;51;53;59;67;69
energy-2nd,144264,-1,0,1.665133,1.32795,28;42;56,5;7;9;11;13;21;25;35;37;39;47;49;53;59;63;65;67;69
energy-2nd,147976,-1,0,1.317985,1.070889,28;42;56,3;5;9;11;13;15;21;25;33;35;37;47;49;51;53;63;65;69
energy-2nd,152033,-1,0,1.052046,0.916381,28;42;56,1;3;5;9;11;13;15;21;25;35;37;47;49;53;65;67;69;71
energy-2nd,154572,-1,0,0.394375,0.320445,28;42;56,1;3;5;9;11;13;19;21;25;33;35;37;49;51;59;65;67;71
energy-2nd,154697,-1,0,0.214616,0.092588,28;42;56,1;3;5;7;9;11;13;21;25;33;35;37;49;51;53;59;65;71
energy-2nd,154701,-1,0,0.168752,0.175405,28;42;56,1;3;5;7;9;11;13;21;25;35;37;49;51;53;59;65;69;71
energy-2nd,154735,-1,0,0.444836,0.347059,28;42;56,1;3;5;7;9;11;13;19;21;25;35;37;49;51;53;59;65;69
energy-2nd,155473,-1,0,0.668552,0.516677,28;42;56,1;3;7;9;11;13;15;21;25;33;35;37;49;51;53;59;67;69
energy-2nd,155757,-1,0,0.628824,0.534454,28;42;56,1;3;5;9;11;13;15;19;21;25;33;37;47;49;51;65;69;71
energy-2nd,156992,-1,0,0.639708,0.514972,28;42;56,1;3;7;9;11;13;19;21;25;35;37;39;49;51;59;65;67;71
energy-2nd,158726,-1,0,0.541149,0.467709,28;42;56,1;3;7;9;11;13;15;21;25;35;37;39;49;51;65;67;69;71
energy-2nd,159418,-1,0,0.655582,0.618206,28;42;56,1;3;5;7;9;11;13;19;21;25;35;37;47;49;53;59;63;71
energy-2nd,159541,-1,0,0.570129,0.51863,28;42;56,1;3;5;7;9;11;13;19;21;25;33;35;37;49;59;63;65;71
energy-2nd,161818,-1,0,0.315277,0.295752,28;42;56,1;3;5;7;9;11;13;21;25;35;37;39;49;53;59;63;69;71
energy-2nd,162617,-1,0,0.844852,0.634716,28;42;56,1;5;7;9;11;13;15;21;25;33;37;39;49;53;59;63;69;71
energy-2nd,163234,-1,0,1.311457,1.099653,28;42;56,1;3;9;11;13;15;19;21;25;35;37;39;47;49;59;63;67;71
energy-2nd,163606,-1,0,0.828785,0.764008,28;42;56,1;3;5;9;11;13;15;21;25;37;39;49;53;59;63;67;69;71
energy-2nd,164329,-1,0,0.313708,0.274469,28;42;56,1;5;7;9;11;13;19;21;25;35;37;47;49;51;63;65;69;71
energy-2nd,164335,-1,0,0.429549,0.308113,28;42;56,1;5;7;9;11;13;19;21;25;33;35;37;49;51;63;65;69;71
energy-2nd,164507,-1,0,0.817915,0.738613,28;42;56,1;5;9;11;13;19;21;25;37;47;49;51;53;59;63;65;69;71
energy-2nd,164604,-1,0,1.007836,0.898952,28;42;56,1;3;7;9;11;13;21;25;33;35;37;47;49;51;59;63;69;71
energy-2nd,164683,-1,0,0.507378,0.402362,28;42;56,1;3;5;7;9;11;13;21;25;33;35;37;47;49;51;63;67;69
energy-2nd,164706,-1,0,0.227435,0.248139,28;42;56,1;3;5;7;9;11;13;19;21;25;35;37;49;51;59;63;67;71
energy-2nd,164924,-1,0,0.646718,0.601855,28;42;56,1;3;5;7;9;11;13;19;21;25;37;49;51;53;59;63;67;71
energy-2nd,165000,-1,0,0.148142,0.16333,28;42;56,1;3;7;9;11;13;19;21;25;35;37;49;51;59;63;65;67;71
energy-2nd,165026,-1,0,0.282196,0.249341,28;42;56,1;3;5;7;9;11;13;21;25;33;35;37;47;49;51;63;65;71
energy-2nd,165029,-1,0,0.233055,0.192188,28;42;56,1;3;5;7;9;11;13;21;25;35;37;47;49;51;59;63;65;69
energy-2nd,165091,-1,0,0.050997,0.088255,28;42;56,1;3;5;7;9;11;13;21;25;35;37;49;51;59;63;65;67;71
energy-2nd,165203,-1,0,0.745062,0.549453,28;42;56,1;3;9;11;13;21;25;33;35;37;49;51;53;59;63;65;67;71
energy-2nd,165298,99069,2,0.245908,0.226258,28;42;56,1;3;5;7;9;11;13;21;25;35;37;49;51;53;63;65;69;71
energy-2nd,165487,-1,0,0.516099,0.449605,28;42;56,1;5;9;11;13;15;19;21;25;35;37;47;49;51;63;67;69;71
energy-2nd,165545,-1,0,1.081442,0.91329,28;42;56,1;9;11;13;15;21;25;35;37;47;49;51;53;59;63;67;69;71
energy-2nd,165822,-1,0,0.122595,0.116371,28;42;56,1;5;7;9;11;13;15;21;25;35;37;47;49;51;63;65;69;71
energy-2nd,165826,99019,2,0.132849,0.080086,28;42;56,1;5;7;9;11;13;15;21;25;33;35;37;49;51;59;63;65;69
energy-2nd,165829,105599,1,0.097496,0.077548,28;42;56,1;5;7;9;11;13;15;21;25;33;37;47;49;51;63;65;69;71
energy-2nd,165912,-1,0,0.291573,0.21156,28;42;56,1;5;9;11;13;15;19;21;25;35;37;49;51;59;63;65;67;69
energy-2nd,166139,-1,0,0.736682,0.54583,28;42;56,1;5;9;11;13;15;21;25;33;35;37;49;51;53;63;65;67;71
energy-2nd,166162,-1,0,0.780431,0.660778,28;42;56,1;5;7;9;11;13;15;21;25;35;37;49;51;53;63;65;67;69
energy-2nd,166726,-1,0,0.363012,0.324806,28;42;56,1;3;7;9;11;13;15;21;25;33;35;37;49;51;59;63;65;67
energy-2nd,166731,-1,0,0.513398,0.48078,28;42;56,1;3;7;9;11;13;15;21;25;35;37;47;49;51;63;65;67;69
energy-2nd,166861,-1,0,0.746931,0.73699,28;42;56,1;3;5;9;11;13;15;21;25;37;49;51;59;63;65;67;69;71
energy-2nd,166939,-1,0,0.919012,0.812472,28;42;56,1;3;9;11;13;15;19;21;25;35;37;49;51;53;59;63;65;71
energy-2nd,167535,-1,0,0.340152,0.257176,28;42;56,1;5;7;9;11;13;21;25;33;35;37;39;49;51;59;63;65;71
energy-2nd,168382,-1,0,0.393207,0.320488,28;42;56,1;3;7;9;11;13;21;25;33;35;37;39;49;51;59;63;65;69
energy-2nd,168492,-1,0,0.88331,0.834363,28;42;56,1;3;5;9;11;13;21;25;35;37;39;47;49;51;59;63;65;71
energy-2nd,169972,-1,0,0.829479,0.672968,28;42;56,1;3;5;7;9;11;13;15;21;25;37;39;47;49;51;63;67;71
energy-2nd,170211,-1,0,1.769871,1.348886,28;42;56,1;3;5;9;11;13;15;19;21;25;33;37;39;49;51;53;63;67
energy-2nd,184617,-1,0,1.532647,1.276243,28;42;56,1;3;5;7;9;11;15;21;25;35;47;53;59;61;65;67;69;71
energy-2nd,190103,-1,0,0.894046,0.660506,28;42;56,1;3;7;9;11;15;21;25;33;35;39;47;51;53;59;61;63;67
energy-2nd,195182,-1,0,0.956883,0.83211,28;42;56,3;5;7;9;11;13;19;21;25;35;39;47;51;61;63;67;69;71
energy-2nd,195322,-1,0,0.661059,0.453124,28;42;56,3;7;9;11;13;21;25;33;35;39;47;51;59;61;63;65;67;69
energy-2nd,195381,-1,0,0.358728,0.30166,28;42;56,3;5;7;9;11;13;21;25;35;39;47;51;59;61;63;65;67;71
energy-2nd,199749,-1,0,0.288652,0.278676,28;42;56,1;3;5;7;9;11;13;21;25;35;39;47;51;59;61;65;67;71
energy-2nd,200661,-1,0,0.626517,0.488757,28;42;56,1;3;7;9;11;13;15;21;25;33;35;39;51;53;59;61;67;71
energy-2nd,201662,-1,0,1.113549,1.004155,28;42;56,1;5;9;11;13;15;19;21;25;35;47;59;61;63;65;67;69;71
energy-2nd,201754,-1,0,1.571247,1.344841,28;42;56,1;5;7;9;11;13;15;21;25;33;35;47;53;61;63;65;67;71
energy-2nd,202723,-1,0,0.513217,0.510051,28;42;56,1;3;5;7;9;11;13;21;25;33;35;39;59;61;63;65;69;71
energy-2nd,202856,-1,0,0.854944,0.723266,28;42;56,1;3;9;11;13;19;21;25;35;39;47;53;59;61;63;65;67;69
energy-2nd,204634,-1,0,0.518796,0.475962,28;42;56,1;3;5;7;9;11;13;21;25;35;47;51;53;59;61;63;67;71
energy-2nd,204722,-1,0,0.49822,0.493592,28;42;56,1;3;5;7;9;11;13;21;25;35;47;51;59;61;63;65;69;71
energy-2nd,206846,-1,0,1.021402,0.85489,28;42;56,1;3;5;7;9;11;13;19;21;25;33;35;39;47;51;59;61;63
energy-2nd,207059,-1,0,0.747768,0.565952,28;42;56,1;3;5;9;11;13;21;25;33;35;39;51;53;59;61;63;67;71
energy-2nd,225647,-1,0,0.722137,0.656141,28;42;56,1;3;5;7;9;11;13;19;21;35;37;51;53;59;61;65;69;71
energy-2nd,229242,-1,0,1.051815,0.899541,28;42;56,1;3;7;9;11;13;15;19;21;33;35;37;53;59;61;63;65;69
energy-2nd,231855,-1,0,0.365765,0.275568,28;42;56,1;3;5;7;9;11;13;21;33;35;37;47;51;59;61;63;65;69
energy-2nd,234354,-1,0,0.306561,0.32958,28;42;56,1;3;5;7;9;11;13;21;35;37;39;47;51;61;63;65;69;71
energy-2nd,248277,-1,0,1.064477,0.863952,28;42;56,1;3;9;11;19;21;25;33;35;37;39;53;59;61;63;67;69;71
energy-2nd,250315,-1,0,0.808552,0.742773,28;42;56,1;3;5;7;9;11;19;21;25;35;37;47;51;53;61;63;69;71
energy-2nd,250391,-1,0,0.752596,0.518427,28;42;56,1;3;7;9;11;21;25;33;35;37;47;51;59;61;63;65;67;69
energy-2nd,252556,-1,0,0.750897,0.64885,28;42;56,1;3;5;9;11;21;25;33;35;37;39;47;51;59;61;63;67;71
energy-2nd,260627,-1,0,1.489121,1.295949,28;42;56,3;5;7;9;11;13;19;21;25;37;39;47;59;61;63;67;69;71
energy-2nd,260971,-1,0,0.336889,0.314978,28;42;56,3;5;7;9;11;13;21;25;35;37;39;53;59;61;63;65;69;71
energy-2nd,265344,-1,0,0.46597,0.401481,28;42;56,3;5;9;11;13;21;25;35;37;39;47;51;61;63;65;67;69;71
energy-2nd,269029,-1,0,0.425629,0.373317,28;42;56,1;3;5;9;11;13;21;25;35;37;39;53;59;61;65;67;69;71
energy-2nd,269059,-1,0,0.461855,0.391518,28;42;56,1;3;5;9;11;13;19;21;25;35;37;39;53;59;61;65;67;71
energy-2nd,270565,-1,0,1.185745,0.865513,28;42;56,1;5;9;11;13;19;21;25;33;35;37;47;51;53;59;61;65;67
energy-2nd,270854,-1,0,0.566534,0.444386,28;42;56,1;3;5;9;11;13;19;21;25;35;37;47;51;59;61;65;67;69
energy-2nd,271041,-1,0,0.227442,0.203792,28;42;56,1;3;5;7;9;11;13;21;25;35;37;51;53;59;61;65;67;71
energy-2nd,272055,-1,0,1.355217,1.121515,28;42;56,1;3;5;7;9;11;13;15;19;21;25;33;35;37;51;61;65;69
energy-2nd,278141,-1,0,0.529034,0.480493,28;42;56,1;3;5;9;11;13;21;25;35;37;39;47;53;59;61;63;67;71
energy-2nd,278514,-1,0,0.615185,0.552895,28;42;56,1;3;9;11;13;19;21;25;35;37;39;53;59;61;63;65;67;71
energy-2nd,278564,100262,2,0.31561,0.307511,28;42;56,1;3;5;7;9;11;13;21;25;35;37;39;53;59;61;63;65;71
energy-2nd,278595,-1,0,0.684465,0.596977,28;42;56,1;3;5;9;11;13;19;21;25;35;37;39;53;61;63;65;69;71
energy-2nd,280472,-1,0,0.663102,0.602391,28;42;56,1;5;7;9;11;13;21;25;35;37;47;51;53;59;61;63;69;71
energy-2nd,281041,-1,0,0.472506,0.342359,28;42;56,1;3;7;9;11;13;21;25;33;35;37;51;53;59;61;63;67;71
energy-2nd,281248,-1,0,0.332826,0.291033,28;42;56,1;3;7;9;11;13;21;25;35;37;47;51;59;61;63;65;67;71
energy-2nd,283149,-1,0,0.987652,0.959184,28;42;56,1;3;5;7;9;11;13;15;21;25;35;37;51;61;63;65;67;71
energy-2nd,284329,-1,0,0.494985,0.421625,28;42;56,1;3;5;9;11;13;21;25;35;37;39;47;51;59;61;63;67;69
energy-2nd,284719,108511,1,0.178686,0.198612,28;42;56,1;3;7;9;11;13;21;25;35;37;39;51;59;61;63;65;67;71
energy-2nd,285054,-1,0,0.906616,0.778835,28;42;56,1;3;5;7;9;11;13;21;25;35;37;39;51;53;61;63;65;69
energy-2nd,285824,-1,0,1.876918,1.562741,28;42;56,1;9;11;13;15;21;25;33;35;37;39;47;51;53;61;63;65;71
energy-2nd,292629,-1,0,2.018662,1.746006,28;42;56,1;3;5;7;9;11;21;33;47;49;51;53;59;61;63;65;67;71
energy-2nd,299922,-1,0,1.001627,0.735619,28;42;56,3;5;7;9;11;13;21;33;35;39;47;49;51;53;61;63;67;69
energy-2nd,302162,-1,0,1.045618,0.825945,28;42;56,1;3;5;7;9;11;13;19;21;33;35;39;49;53;59;61;65;71
energy-2nd,305371,106572,1,0.434979,0.36848,28;42;56,1;3;5;7;9;11;13;15;21;35;39;47;49;51;53;59;61;69
energy-2nd,305489,102828,1,0.363341,0.308676,28;42;56,1;3;7;9;11;13;15;21;33;35;39;47;49;51;59;61;65;69
energy-2nd,306049,-1,0,0.814629,0.720155,28;42;56,1;3;5;9;11;13;19;21;35;47;49;53;59;61;63;67;69;71
energy-2nd,307374,-1,0,0.533259,0.513917,28;42;56,1;3;5;7;9;11;13;21;33;35;39;47;49;61;63;65;69;71
energy-2nd,308643,-1,0,1.21582,1.200721,28;42;56,1;3;5;9;11;13;15;21;33;39;49;59;61;63;65;67;69;71
energy-2nd,313740,-1,0,1.917772,1.636919,28;42;56,1;3;5;7;9;11;13;15;19;21;35;39;49;51;61;63;65;67
energy-2nd,317211,-1,0,1.041585,0.907703,28;42;56,3;5;7;9;11;19;21;25;33;35;47;49;51;59;61;63;67;71
energy-2nd,319567,-1,0,0.838918,0.709164,28;42;56,3;5;7;9;11;15;21;25;35;39;47;49;51;53;59;61;63;69
energy-2nd,319994,-1,0,1.182091,0.987042,28;42;56,3;9;11;15;19;21;25;35;39;49;51;53;59;61;63;65;67;69
energy-2nd,321343,-1,0,0.508315,0.373808,28;42;56,1;3;7;9;11;15;21;25;33;35;39;49;53;59;61;65;67;69
energy-2nd,323438,-1,0,1.368643,1.18687,28;42;56,1;5;9;11;15;19;21;25;33;39;47;49;51;59;61;65;69;71
energy-2nd,325067,-1,0,0.938068,0.774484,28;42;56,1;3;7;9;11;15;19;21;25;33;35;47;49;53;59;61;63;69
energy-2nd,326152,-1,0,1.369896,1.248481,28;42;56,1;3;5;7;9;11;19;21;25;39;47;49;53;61;63;65;69;71
energy-2nd,330683,-1,0,0.937674,0.800759,28;42;56,1;3;5;9;11;21;25;35;39;47;49;51;53;59;61;63;65;69
energy-2nd,331826,-1,0,1.546691,1.338528,28;42;56,1;3;7;9;11;15;21;25;33;39;49;51;53;59;61;63;69;71
energy-2nd,333095,-1,0,0.858873,0.653479,28;42;56,3;5;9;11;13;19;21;25;33;35;39;47;49;53;59;61;65;69
energy-2nd,333827,-1,0,1.014228,0.86469,28;42;56,3;5;9;11;13;15;21;25;33;35;39;49;53;61;65;67;69;71
energy-2nd,335125,-1,0,1.134787,1.00188,28;42;56,3;5;7;9;11;13;21;25;35;39;47;49;51;59;61;67;69;71
energy-2nd,335479,-1,0,0.761801,0.572838,28;42;56,3;5;9;11;13;21;25;33;35;39;49;51;53;59;61;65;69;71
energy-2nd,335511,-1,0,0.859326,0.666934,28;42;56,3;5;7;9;11;13;19;21;25;35;39;47;49;51;53;59;61;65
energy-2nd,336791,-1,0,0.959289,0.826202,28;42;56,3;5;7;9;11;13;15;21;25;39;47;49;51;53;61;65;69;71
